Unnamed: 0,Area,Item,,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
11533,India,Sweet potatoes,,80643,1083,61257,27.03
11534,India,Sweet potatoes,,80643,1083,61257,27.03
11535,India,Sweet potatoes,,80643,1083,61257,26.01
11536,India,Wheat,,25590,1083,61257,25.86
11537,India,Wheat,,25590,1083,61257,27.2
11538,India,Wheat,,25590,1083,61257,26.15
11539,India,Wheat,,25590,1083,61257,24.04
11540,India,Wheat,,25590,1083,61257,25.44
11541,India,Wheat,,25590,1083,61257,25.73
11542,India,Wheat,,25590,1083,61257,25.92
11543,India,Wheat,,25590,1083,61257,26.62
11544,India,Wheat,,25590,1083,61257,27.24
11545,India,Wheat,,25590,1083,61257,25.5
11546,India,Wheat,,25590,1083,61257,26.13
11547,India,Wheat,,25590,1083,61257,25.55
11548,India,Wheat,,25590,1083,61257,24.04
11549,India,Wheat,,25590,1083,61257,26.04
11550,India,Wheat,,25590,1083,61257,25.92
11551,India,Wheat,,25590,1083,61257,25.76
11552,India,Wheat,,25590,1083,61257,25.24
11553,India,Wheat,,25590,1083,61257,26.72
11554,India,Wheat,,25590,1083,61257,24.64
11555,India,Wheat,,25590,1083,61257,27.03
11556,India,Wheat,,25590,1083,61257,27.03
11557,India,Wheat,,25590,1083,61257,26.01
11558,India,Cassava,,238528,1083,56114,25.63
11559,India,Cassava,,238528,1083,56114,27.06
11560,India,Cassava,,238528,1083,56114,26.1
11561,India,Cassava,,238528,1083,56114,23.81
11562,India,Cassava,,238528,1083,56114,25.41
11563,India,Cassava,,238528,1083,56114,25.9
11564,India,Cassava,,238528,1083,56114,25.55
11565,India,Cassava,,238528,1083,56114,26.65
11566,India,Cassava,,238528,1083,56114,27.37
11567,India,Cassava,,238528,1083,56114,25.55
11568,India,Cassava,,238528,1083,56114,25.79
11569,India,Cassava,,238528,1083,56114,25.31
11570,India,Cassava,,238528,1083,56114,23.81
11571,India,Cassava,,238528,1083,56114,26.46
11572,India,Cassava,,238528,1083,56114,25.55
11573,India,Cassava,,238528,1083,56114,25.75
11574,India,Cassava,,238528,1083,56114,25.34
11575,India,Cassava,,238528,1083,56114,26.64
11576,India,Cassava,,238528,1083,56114,24.78
11577,India,Cassava,,238528,1083,56114,27.01
11578,India,Cassava,,238528,1083,56114,27.01
11579,India,Cassava,,238528,1083,56114,25.99
11580,India,Maize,,17094,1083,56114,25.63
11581,India,Maize,,17094,1083,56114,27.06
11582,India,Maize,,17094,1083,56114,26.1
11583,India,Maize,,17094,1083,56114,23.81
11584,India,Maize,,17094,1083,56114,25.41
11585,India,Maize,,17094,1083,56114,25.9
11586,India,Maize,,17094,1083,56114,25.55
11587,India,Maize,,17094,1083,56114,26.65
11588,India,Maize,,17094,1083,56114,27.37
11589,India,Maize,,17094,1083,56114,25.55
11590,India,Maize,,17094,1083,56114,25.79
11591,India,Maize,,17094,1083,56114,25.31
11592,India,Maize,,17094,1083,56114,23.81
11593,India,Maize,,17094,1083,56114,26.46
11594,India,Maize,,17094,1083,56114,25.55
11595,India,Maize,,17094,1083,56114,25.75
11596,India,Maize,,17094,1083,56114,25.34
11597,India,Maize,,17094,1083,56114,26.64
11598,India,Maize,,17094,1083,56114,24.78
11599,India,Maize,,17094,1083,56114,27.01
11600,India,Maize,,17094,1083,56114,27.01
11601,India,Maize,,17094,1083,56114,25.99
11602,India,Potatoes,,169913,1083,56114,25.63
11603,India,Potatoes,,169913,1083,56114,27.06
11604,India,Potatoes,,169913,1083,56114,26.1
11605,India,Potatoes,,169913,1083,56114,23.81
11606,India,Potatoes,,169913,1083,56114,25.41
11607,India,Potatoes,,169913,1083,56114,25.9
11608,India,Potatoes,,169913,1083,56114,25.55
11609,India,Potatoes,,169913,1083,56114,26.65
11610,India,Potatoes,,169913,1083,56114,27.37
11611,India,Potatoes,,169913,1083,56114,25.55
11612,India,Potatoes,,169913,1083,56114,25.79
11613,India,Potatoes,,169913,1083,56114,25.31
11614,India,Potatoes,,169913,1083,56114,23.81
11615,India,Potatoes,,169913,1083,56114,26.46
11616,India,Potatoes,,169913,1083,56114,25.55
11617,India,Potatoes,,169913,1083,56114,25.75
11618,India,Potatoes,,169913,1083,56114,25.34
11619,India,Potatoes,,169913,1083,56114,26.64
11620,India,Potatoes,,169913,1083,56114,24.78
11621,India,Potatoes,,169913,1083,56114,27.01
11622,India,Potatoes,,169913,1083,56114,27.01
11623,India,Potatoes,,169913,1083,56114,25.99
11624,India,"Rice, paddy",,28226,1083,56114,25.63
11625,India,"Rice, paddy",,28226,1083,56114,27.06
11626,India,"Rice, paddy",,28226,1083,56114,26.1
11627,India,"Rice, paddy",,28226,1083,56114,23.81
11628,India,"Rice, paddy",,28226,1083,56114,25.41
11629,India,"Rice, paddy",,28226,1083,56114,25.9
11630,India,"Rice, paddy",,28226,1083,56114,25.55
11631,India,"Rice, paddy",,28226,1083,56114,26.65
11632,India,"Rice, paddy",,28226,1083,56114,27.37
11633,India,"Rice, paddy",,28226,1083,56114,25.55
11634,India,"Rice, paddy",,28226,1083,56114,25.79
11635,India,"Rice, paddy",,28226,1083,56114,25.31
11636,India,"Rice, paddy",,28226,1083,56114,23.81
11637,India,"Rice, paddy",,28226,1083,56114,26.46
11638,India,"Rice, paddy",,28226,1083,56114,25.55
11639,India,"Rice, paddy",,28226,1083,56114,25.75
11640,India,"Rice, paddy",,28226,1083,56114,25.34
11641,India,"Rice, paddy",,28226,1083,56114,26.64
11642,India,"Rice, paddy",,28226,1083,56114,24.78
11643,India,"Rice, paddy",,28226,1083,56114,27.01
11644,India,"Rice, paddy",,28226,1083,56114,27.01
11645,India,"Rice, paddy",,28226,1083,56114,25.99
11646,India,Sorghum,,9591,1083,56114,25.63
11647,India,Sorghum,,9591,1083,56114,27.06
11648,India,Sorghum,,9591,1083,56114,26.1
11649,India,Sorghum,,9591,1083,56114,23.81
11650,India,Sorghum,,9591,1083,56114,25.41
11651,India,Sorghum,,9591,1083,56114,25.9
11652,India,Sorghum,,9591,1083,56114,25.55
11653,India,Sorghum,,9591,1083,56114,26.65
11654,India,Sorghum,,9591,1083,56114,27.37
11655,India,Sorghum,,9591,1083,56114,25.55
11656,India,Sorghum,,9591,1083,56114,25.79
11657,India,Sorghum,,9591,1083,56114,25.31
11658,India,Sorghum,,9591,1083,56114,23.81
11659,India,Sorghum,,9591,1083,56114,26.46
11660,India,Sorghum,,9591,1083,56114,25.55
11661,India,Sorghum,,9591,1083,56114,25.75
11662,India,Sorghum,,9591,1083,56114,25.34
11663,India,Sorghum,,9591,1083,56114,26.64
11664,India,Sorghum,,9591,1083,56114,24.78
11665,India,Sorghum,,9591,1083,56114,27.01
11666,India,Sorghum,,9591,1083,56114,27.01
11667,India,Sorghum,,9591,1083,56114,25.99
11668,India,Soybeans,,10319,1083,56114,25.63
11669,India,Soybeans,,10319,1083,56114,27.06
11670,India,Soybeans,,10319,1083,56114,26.1
11671,India,Soybeans,,10319,1083,56114,23.81
11672,India,Soybeans,,10319,1083,56114,25.41
11673,India,Soybeans,,10319,1083,56114,25.9
11674,India,Soybeans,,10319,1083,56114,25.55
11675,India,Soybeans,,10319,1083,56114,26.65
11676,India,Soybeans,,10319,1083,56114,27.37
11677,India,Soybeans,,10319,1083,56114,25.55
11678,India,Soybeans,,10319,1083,56114,25.79
11679,India,Soybeans,,10319,1083,56114,25.31
11680,India,Soybeans,,10319,1083,56114,23.81
11681,India,Soybeans,,10319,1083,56114,26.46
11682,India,Soybeans,,10319,1083,56114,25.55
11683,India,Soybeans,,10319,1083,56114,25.75
11684,India,Soybeans,,10319,1083,56114,25.34
11685,India,Soybeans,,10319,1083,56114,26.64
11686,India,Soybeans,,10319,1083,56114,24.78
11687,India,Soybeans,,10319,1083,56114,27.01
11688,India,Soybeans,,10319,1083,56114,27.01
11689,India,Soybeans,,10319,1083,56114,25.99
11690,India,Sweet potatoes,,80716,1083,56114,25.63
11691,India,Sweet potatoes,,80716,1083,56114,27.06
11692,India,Sweet potatoes,,80716,1083,56114,26.1
11693,India,Sweet potatoes,,80716,1083,56114,23.81
11694,India,Sweet potatoes,,80716,1083,56114,25.41
11695,India,Sweet potatoes,,80716,1083,56114,25.9
11696,India,Sweet potatoes,,80716,1083,56114,25.55
11697,India,Sweet potatoes,,80716,1083,56114,26.65
11698,India,Sweet potatoes,,80716,1083,56114,27.37
11699,India,Sweet potatoes,,80716,1083,56114,25.55
11700,India,Sweet potatoes,,80716,1083,56114,25.79
11701,India,Sweet potatoes,,80716,1083,56114,25.31
11702,India,Sweet potatoes,,80716,1083,56114,23.81
11703,India,Sweet potatoes,,80716,1083,56114,26.46
11704,India,Sweet potatoes,,80716,1083,56114,25.55
11705,India,Sweet potatoes,,80716,1083,56114,25.75
11706,India,Sweet potatoes,,80716,1083,56114,25.34
11707,India,Sweet potatoes,,80716,1083,56114,26.64
11708,India,Sweet potatoes,,80716,1083,56114,24.78
11709,India,Sweet potatoes,,80716,1083,56114,27.01
11710,India,Sweet potatoes,,80716,1083,56114,27.01
11711,India,Sweet potatoes,,80716,1083,56114,25.99
11712,India,Wheat,,24828,1083,56114,25.63
11713,India,Wheat,,24828,1083,56114,27.06
11714,India,Wheat,,24828,1083,56114,26.1
11715,India,Wheat,,24828,1083,56114,23.81
11716,India,Wheat,,24828,1083,56114,25.41
11717,India,Wheat,,24828,1083,56114,25.9
11718,India,Wheat,,24828,1083,56114,25.55
11719,India,Wheat,,24828,1083,56114,26.65
11720,India,Wheat,,24828,1083,56114,27.37
11721,India,Wheat,,24828,1083,56114,25.55
11722,India,Wheat,,24828,1083,56114,25.79
11723,India,Wheat,,24828,1083,56114,25.31
11724,India,Wheat,,24828,1083,56114,23.81
11725,India,Wheat,,24828,1083,56114,26.46
11726,India,Wheat,,24828,1083,56114,25.55
11727,India,Wheat,,24828,1083,56114,25.75
11728,India,Wheat,,24828,1083,56114,25.34
11729,India,Wheat,,24828,1083,56114,26.64
11730,India,Wheat,,24828,1083,56114,24.78
11731,India,Wheat,,24828,1083,56114,27.01
11732,India,Wheat,,24828,1083,56114,27.01
11733,India,Wheat,,24828,1083,56114,25.99
11734,India,Cassava,,221117,1083,52279,24.92
11735,India,Cassava,,221117,1083,52279,26.45
11736,India,Cassava,,221117,1083,52279,25.58
11737,India,Cassava,,221117,1083,52279,23.26
11738,India,Cassava,,221117,1083,52279,25.68
11739,India,Cassava,,221117,1083,52279,25.09
11740,India,Cassava,,221117,1083,52279,24.71
11741,India,Cassava,,221117,1083,52279,26.19
11742,India,Cassava,,221117,1083,52279,27.47
11743,India,Cassava,,221117,1083,52279,24.77
11744,India,Cassava,,221117,1083,52279,24.83
11745,India,Cassava,,221117,1083,52279,24.71
11746,India,Cassava,,221117,1083,52279,23.26
11747,India,Cassava,,221117,1083,52279,25.75
11748,India,Cassava,,221117,1083,52279,24.71
11749,India,Cassava,,221117,1083,52279,25.46
11750,India,Cassava,,221117,1083,52279,25.21
11751,India,Cassava,,221117,1083,52279,26.38
11752,India,Cassava,,221117,1083,52279,24.55
11753,India,Cassava,,221117,1083,52279,26.53
11754,India,Cassava,,221117,1083,52279,26.53
11755,India,Cassava,,221117,1083,52279,25.58
11756,India,Maize,,17111,1083,52279,24.92
11757,India,Maize,,17111,1083,52279,26.45
11758,India,Maize,,17111,1083,52279,25.58
11759,India,Maize,,17111,1083,52279,23.26
11760,India,Maize,,17111,1083,52279,25.68
11761,India,Maize,,17111,1083,52279,25.09
11762,India,Maize,,17111,1083,52279,24.71
11763,India,Maize,,17111,1083,52279,26.19
11764,India,Maize,,17111,1083,52279,27.47
11765,India,Maize,,17111,1083,52279,24.77
11766,India,Maize,,17111,1083,52279,24.83
11767,India,Maize,,17111,1083,52279,24.71
11768,India,Maize,,17111,1083,52279,23.26
11769,India,Maize,,17111,1083,52279,25.75
11770,India,Maize,,17111,1083,52279,24.71
11771,India,Maize,,17111,1083,52279,25.46
11772,India,Maize,,17111,1083,52279,25.21
11773,India,Maize,,17111,1083,52279,26.38
11774,India,Maize,,17111,1083,52279,24.55
11775,India,Maize,,17111,1083,52279,26.53
11776,India,Maize,,17111,1083,52279,26.53
11777,India,Maize,,17111,1083,52279,25.58
11778,India,Potatoes,,193913,1083,52279,24.92
11779,India,Potatoes,,193913,1083,52279,26.45
11780,India,Potatoes,,193913,1083,52279,25.58
11781,India,Potatoes,,193913,1083,52279,23.26
11782,India,Potatoes,,193913,1083,52279,25.68
11783,India,Potatoes,,193913,1083,52279,25.09
11784,India,Potatoes,,193913,1083,52279,24.71
11785,India,Potatoes,,193913,1083,52279,26.19
11786,India,Potatoes,,193913,1083,52279,27.47
11787,India,Potatoes,,193913,1083,52279,24.77
11788,India,Potatoes,,193913,1083,52279,24.83
11789,India,Potatoes,,193913,1083,52279,24.71
11790,India,Potatoes,,193913,1083,52279,23.26
11791,India,Potatoes,,193913,1083,52279,25.75
11792,India,Potatoes,,193913,1083,52279,24.71
11793,India,Potatoes,,193913,1083,52279,25.46
11794,India,Potatoes,,193913,1083,52279,25.21
11795,India,Potatoes,,193913,1083,52279,26.38
11796,India,Potatoes,,193913,1083,52279,24.55
11797,India,Potatoes,,193913,1083,52279,26.53
11798,India,Potatoes,,193913,1083,52279,26.53
11799,India,Potatoes,,193913,1083,52279,25.58
11800,India,"Rice, paddy",,28457,1083,52279,24.92
11801,India,"Rice, paddy",,28457,1083,52279,26.45
11802,India,"Rice, paddy",,28457,1083,52279,25.58
11803,India,"Rice, paddy",,28457,1083,52279,23.26
11804,India,"Rice, paddy",,28457,1083,52279,25.68
11805,India,"Rice, paddy",,28457,1083,52279,25.09
11806,India,"Rice, paddy",,28457,1083,52279,24.71
11807,India,"Rice, paddy",,28457,1083,52279,26.19
11808,India,"Rice, paddy",,28457,1083,52279,27.47
11809,India,"Rice, paddy",,28457,1083,52279,24.77
11810,India,"Rice, paddy",,28457,1083,52279,24.83
11811,India,"Rice, paddy",,28457,1083,52279,24.71
11812,India,"Rice, paddy",,28457,1083,52279,23.26
11813,India,"Rice, paddy",,28457,1083,52279,25.75
11814,India,"Rice, paddy",,28457,1083,52279,24.71
11815,India,"Rice, paddy",,28457,1083,52279,25.46
11816,India,"Rice, paddy",,28457,1083,52279,25.21
11817,India,"Rice, paddy",,28457,1083,52279,26.38
11818,India,"Rice, paddy",,28457,1083,52279,24.55
11819,India,"Rice, paddy",,28457,1083,52279,26.53
11820,India,"Rice, paddy",,28457,1083,52279,26.53
11821,India,"Rice, paddy",,28457,1083,52279,25.58
11822,India,Sorghum,,6920,1083,52279,24.92
11823,India,Sorghum,,6920,1083,52279,26.45
11824,India,Sorghum,,6920,1083,52279,25.58
11825,India,Sorghum,,6920,1083,52279,23.26
11826,India,Sorghum,,6920,1083,52279,25.68
11827,India,Sorghum,,6920,1083,52279,25.09
11828,India,Sorghum,,6920,1083,52279,24.71
11829,India,Sorghum,,6920,1083,52279,26.19
11830,India,Sorghum,,6920,1083,52279,27.47
11831,India,Sorghum,,6920,1083,52279,24.77
11832,India,Sorghum,,6920,1083,52279,24.83
11833,India,Sorghum,,6920,1083,52279,24.71
11834,India,Sorghum,,6920,1083,52279,23.26
11835,India,Sorghum,,6920,1083,52279,25.75
11836,India,Sorghum,,6920,1083,52279,24.71
11837,India,Sorghum,,6920,1083,52279,25.46
11838,India,Sorghum,,6920,1083,52279,25.21
11839,India,Sorghum,,6920,1083,52279,26.38
11840,India,Sorghum,,6920,1083,52279,24.55
11841,India,Sorghum,,6920,1083,52279,26.53
11842,India,Sorghum,,6920,1083,52279,26.53
11843,India,Sorghum,,6920,1083,52279,25.58
11844,India,Soybeans,,10789,1083,52279,24.92
11845,India,Soybeans,,10789,1083,52279,26.45
11846,India,Soybeans,,10789,1083,52279,25.58
11847,India,Soybeans,,10789,1083,52279,23.26
11848,India,Soybeans,,10789,1083,52279,25.68
11849,India,Soybeans,,10789,1083,52279,25.09
11850,India,Soybeans,,10789,1083,52279,24.71
11851,India,Soybeans,,10789,1083,52279,26.19
11852,India,Soybeans,,10789,1083,52279,27.47
11853,India,Soybeans,,10789,1083,52279,24.77
11854,India,Soybeans,,10789,1083,52279,24.83
11855,India,Soybeans,,10789,1083,52279,24.71
11856,India,Soybeans,,10789,1083,52279,23.26
11857,India,Soybeans,,10789,1083,52279,25.75
11858,India,Soybeans,,10789,1083,52279,24.71
11859,India,Soybeans,,10789,1083,52279,25.46
11860,India,Soybeans,,10789,1083,52279,25.21
11861,India,Soybeans,,10789,1083,52279,26.38
11862,India,Soybeans,,10789,1083,52279,24.55
11863,India,Soybeans,,10789,1083,52279,26.53
11864,India,Soybeans,,10789,1083,52279,26.53
11865,India,Soybeans,,10789,1083,52279,25.58
11866,India,Sweet potatoes,,84850,1083,52279,24.92
11867,India,Sweet potatoes,,84850,1083,52279,26.45
11868,India,Sweet potatoes,,84850,1083,52279,25.58
11869,India,Sweet potatoes,,84850,1083,52279,23.26
11870,India,Sweet potatoes,,84850,1083,52279,25.68
11871,India,Sweet potatoes,,84850,1083,52279,25.09
11872,India,Sweet potatoes,,84850,1083,52279,24.71
11873,India,Sweet potatoes,,84850,1083,52279,26.19
11874,India,Sweet potatoes,,84850,1083,52279,27.47
11875,India,Sweet potatoes,,84850,1083,52279,24.77
11876,India,Sweet potatoes,,84850,1083,52279,24.83
11877,India,Sweet potatoes,,84850,1083,52279,24.71
11878,India,Sweet potatoes,,84850,1083,52279,23.26
11879,India,Sweet potatoes,,84850,1083,52279,25.75
11880,India,Sweet potatoes,,84850,1083,52279,24.71
11881,India,Sweet potatoes,,84850,1083,52279,25.46
11882,India,Sweet potatoes,,84850,1083,52279,25.21
11883,India,Sweet potatoes,,84850,1083,52279,26.38
11884,India,Sweet potatoes,,84850,1083,52279,24.55
11885,India,Sweet potatoes,,84850,1083,52279,26.53
11886,India,Sweet potatoes,,84850,1083,52279,26.53
11887,India,Sweet potatoes,,84850,1083,52279,25.58
11888,India,Wheat,,26789,1083,52279,24.92
11889,India,Wheat,,26789,1083,52279,26.45
11890,India,Wheat,,26789,1083,52279,25.58
11891,India,Wheat,,26789,1083,52279,23.26
11892,India,Wheat,,26789,1083,52279,25.68
11893,India,Wheat,,26789,1083,52279,25.09
11894,India,Wheat,,26789,1083,52279,24.71
11895,India,Wheat,,26789,1083,52279,26.19
11896,India,Wheat,,26789,1083,52279,27.47
11897,India,Wheat,,26789,1083,52279,24.77
11898,India,Wheat,,26789,1083,52279,24.83
11899,India,Wheat,,26789,1083,52279,24.71
11900,India,Wheat,,26789,1083,52279,23.26
11901,India,Wheat,,26789,1083,52279,25.75
11902,India,Wheat,,26789,1083,52279,24.71
11903,India,Wheat,,26789,1083,52279,25.46
11904,India,Wheat,,26789,1083,52279,25.21
11905,India,Wheat,,26789,1083,52279,26.38
11906,India,Wheat,,26789,1083,52279,24.55
11907,India,Wheat,,26789,1083,52279,26.53
11908,India,Wheat,,26789,1083,52279,26.53
11909,India,Wheat,,26789,1083,52279,25.58
11910,India,Cassava,,252815,1083,49157,25.91
11911,India,Cassava,,252815,1083,49157,27.48
11912,India,Cassava,,252815,1083,49157,26.35
11913,India,Cassava,,252815,1083,49157,24.34
11914,India,Cassava,,252815,1083,49157,26.01
11915,India,Cassava,,252815,1083,49157,26.12
11916,India,Cassava,,252815,1083,49157,25.77
11917,India,Cassava,,252815,1083,49157,26.69
11918,India,Cassava,,252815,1083,49157,27.87
11919,India,Cassava,,252815,1083,49157,25.87
11920,India,Cassava,,252815,1083,49157,26.27
11921,India,Cassava,,252815,1083,49157,25.46
11922,India,Cassava,,252815,1083,49157,24.34
11923,India,Cassava,,252815,1083,49157,26.4
11924,India,Cassava,,252815,1083,49157,25.77
11925,India,Cassava,,252815,1083,49157,25.87
11926,India,Cassava,,252815,1083,49157,25.55
11927,India,Cassava,,252815,1083,49157,27.09
11928,India,Cassava,,252815,1083,49157,24.84
11929,India,Cassava,,252815,1083,49157,27.32
11930,India,Cassava,,252815,1083,49157,27.32
11931,India,Cassava,,252815,1083,49157,26.12
11932,India,Maize,,17969,1083,49157,25.91
11933,India,Maize,,17969,1083,49157,27.48
11934,India,Maize,,17969,1083,49157,26.35
11935,India,Maize,,17969,1083,49157,24.34
11936,India,Maize,,17969,1083,49157,26.01
11937,India,Maize,,17969,1083,49157,26.12
11938,India,Maize,,17969,1083,49157,25.77
11939,India,Maize,,17969,1083,49157,26.69
11940,India,Maize,,17969,1083,49157,27.87
11941,India,Maize,,17969,1083,49157,25.87
11942,India,Maize,,17969,1083,49157,26.27
11943,India,Maize,,17969,1083,49157,25.46
11944,India,Maize,,17969,1083,49157,24.34
11945,India,Maize,,17969,1083,49157,26.4
11946,India,Maize,,17969,1083,49157,25.77
11947,India,Maize,,17969,1083,49157,25.87
11948,India,Maize,,17969,1083,49157,25.55
11949,India,Maize,,17969,1083,49157,27.09
11950,India,Maize,,17969,1083,49157,24.84
11951,India,Maize,,17969,1083,49157,27.32
11952,India,Maize,,17969,1083,49157,27.32
11953,India,Maize,,17969,1083,49157,26.12
11954,India,Potatoes,,146020,1083,49157,25.91
11955,India,Potatoes,,146020,1083,49157,27.48
11956,India,Potatoes,,146020,1083,49157,26.35
11957,India,Potatoes,,146020,1083,49157,24.34
11958,India,Potatoes,,146020,1083,49157,26.01
11959,India,Potatoes,,146020,1083,49157,26.12
11960,India,Potatoes,,146020,1083,49157,25.77
11961,India,Potatoes,,146020,1083,49157,26.69
11962,India,Potatoes,,146020,1083,49157,27.87
11963,India,Potatoes,,146020,1083,49157,25.87
11964,India,Potatoes,,146020,1083,49157,26.27
11965,India,Potatoes,,146020,1083,49157,25.46
11966,India,Potatoes,,146020,1083,49157,24.34
11967,India,Potatoes,,146020,1083,49157,26.4
11968,India,Potatoes,,146020,1083,49157,25.77
11969,India,Potatoes,,146020,1083,49157,25.87
11970,India,Potatoes,,146020,1083,49157,25.55
11971,India,Potatoes,,146020,1083,49157,27.09
11972,India,Potatoes,,146020,1083,49157,24.84
11973,India,Potatoes,,146020,1083,49157,27.32
11974,India,Potatoes,,146020,1083,49157,27.32
11975,India,Potatoes,,146020,1083,49157,26.12
11976,India,"Rice, paddy",,28805,1083,49157,25.91
11977,India,"Rice, paddy",,28805,1083,49157,27.48
11978,India,"Rice, paddy",,28805,1083,49157,26.35
11979,India,"Rice, paddy",,28805,1083,49157,24.34
11980,India,"Rice, paddy",,28805,1083,49157,26.01
11981,India,"Rice, paddy",,28805,1083,49157,26.12
11982,India,"Rice, paddy",,28805,1083,49157,25.77
11983,India,"Rice, paddy",,28805,1083,49157,26.69
11984,India,"Rice, paddy",,28805,1083,49157,27.87
11985,India,"Rice, paddy",,28805,1083,49157,25.87
11986,India,"Rice, paddy",,28805,1083,49157,26.27
11987,India,"Rice, paddy",,28805,1083,49157,25.46
11988,India,"Rice, paddy",,28805,1083,49157,24.34
11989,India,"Rice, paddy",,28805,1083,49157,26.4
11990,India,"Rice, paddy",,28805,1083,49157,25.77
11991,India,"Rice, paddy",,28805,1083,49157,25.87
11992,India,"Rice, paddy",,28805,1083,49157,25.55
11993,India,"Rice, paddy",,28805,1083,49157,27.09
11994,India,"Rice, paddy",,28805,1083,49157,24.84
11995,India,"Rice, paddy",,28805,1083,49157,27.32
11996,India,"Rice, paddy",,28805,1083,49157,27.32
11997,India,"Rice, paddy",,28805,1083,49157,26.12
11998,India,Sorghum,,8592,1083,49157,25.91
11999,India,Sorghum,,8592,1083,49157,27.48
12000,India,Sorghum,,8592,1083,49157,26.35
12001,India,Sorghum,,8592,1083,49157,24.34
12002,India,Sorghum,,8592,1083,49157,26.01
12003,India,Sorghum,,8592,1083,49157,26.12
12004,India,Sorghum,,8592,1083,49157,25.77
12005,India,Sorghum,,8592,1083,49157,26.69
12006,India,Sorghum,,8592,1083,49157,27.87
12007,India,Sorghum,,8592,1083,49157,25.87
12008,India,Sorghum,,8592,1083,49157,26.27
12009,India,Sorghum,,8592,1083,49157,25.46
12010,India,Sorghum,,8592,1083,49157,24.34
12011,India,Sorghum,,8592,1083,49157,26.4
12012,India,Sorghum,,8592,1083,49157,25.77
12013,India,Sorghum,,8592,1083,49157,25.87
12014,India,Sorghum,,8592,1083,49157,25.55
12015,India,Sorghum,,8592,1083,49157,27.09
12016,India,Sorghum,,8592,1083,49157,24.84
12017,India,Sorghum,,8592,1083,49157,27.32
12018,India,Sorghum,,8592,1083,49157,27.32
12019,India,Sorghum,,8592,1083,49157,26.12
12020,India,Soybeans,,11001,1083,49157,25.91
12021,India,Soybeans,,11001,1083,49157,27.48
12022,India,Soybeans,,11001,1083,49157,26.35
12023,India,Soybeans,,11001,1083,49157,24.34
12024,India,Soybeans,,11001,1083,49157,26.01
12025,India,Soybeans,,11001,1083,49157,26.12
12026,India,Soybeans,,11001,1083,49157,25.77
12027,India,Soybeans,,11001,1083,49157,26.69
12028,India,Soybeans,,11001,1083,49157,27.87
12029,India,Soybeans,,11001,1083,49157,25.87
12030,India,Soybeans,,11001,1083,49157,26.27
12031,India,Soybeans,,11001,1083,49157,25.46
12032,India,Soybeans,,11001,1083,49157,24.34
12033,India,Soybeans,,11001,1083,49157,26.4
12034,India,Soybeans,,11001,1083,49157,25.77
12035,India,Soybeans,,11001,1083,49157,25.87
12036,India,Soybeans,,11001,1083,49157,25.55
12037,India,Soybeans,,11001,1083,49157,27.09
12038,India,Soybeans,,11001,1083,49157,24.84
12039,India,Soybeans,,11001,1083,49157,27.32
12040,India,Soybeans,,11001,1083,49157,27.32
12041,India,Soybeans,,11001,1083,49157,26.12
12042,India,Sweet potatoes,,86907,1083,49157,25.91
12043,India,Sweet potatoes,,86907,1083,49157,27.48
12044,India,Sweet potatoes,,86907,1083,49157,26.35
12045,India,Sweet potatoes,,86907,1083,49157,24.34
12046,India,Sweet potatoes,,86907,1083,49157,26.01
12047,India,Sweet potatoes,,86907,1083,49157,26.12
12048,India,Sweet potatoes,,86907,1083,49157,25.77
12049,India,Sweet potatoes,,86907,1083,49157,26.69
12050,India,Sweet potatoes,,86907,1083,49157,27.87
12051,India,Sweet potatoes,,86907,1083,49157,25.87
12052,India,Sweet potatoes,,86907,1083,49157,26.27
12053,India,Sweet potatoes,,86907,1083,49157,25.46
12054,India,Sweet potatoes,,86907,1083,49157,24.34
12055,India,Sweet potatoes,,86907,1083,49157,26.4
12056,India,Sweet potatoes,,86907,1083,49157,25.77
12057,India,Sweet potatoes,,86907,1083,49157,25.87
12058,India,Sweet potatoes,,86907,1083,49157,25.55
12059,India,Sweet potatoes,,86907,1083,49157,27.09
12060,India,Sweet potatoes,,86907,1083,49157,24.84
12061,India,Sweet potatoes,,86907,1083,49157,27.32
12062,India,Sweet potatoes,,86907,1083,49157,27.32
12063,India,Sweet potatoes,,86907,1083,49157,26.12
12064,India,Wheat,,24852,1083,49157,25.91
12065,India,Wheat,,24852,1083,49157,27.48
12066,India,Wheat,,24852,1083,49157,26.35
12067,India,Wheat,,24852,1083,49157,24.34
12068,India,Wheat,,24852,1083,49157,26.01
12069,India,Wheat,,24852,1083,49157,26.12
12070,India,Wheat,,24852,1083,49157,25.77
12071,India,Wheat,,24852,1083,49157,26.69
12072,India,Wheat,,24852,1083,49157,27.87
12073,India,Wheat,,24852,1083,49157,25.87
12074,India,Wheat,,24852,1083,49157,26.27
12075,India,Wheat,,24852,1083,49157,25.46
12076,India,Wheat,,24852,1083,49157,24.34
12077,India,Wheat,,24852,1083,49157,26.4
12078,India,Wheat,,24852,1083,49157,25.77
12079,India,Wheat,,24852,1083,49157,25.87
12080,India,Wheat,,24852,1083,49157,25.55
12081,India,Wheat,,24852,1083,49157,27.09
12082,India,Wheat,,24852,1083,49157,24.84
12083,India,Wheat,,24852,1083,49157,27.32
12084,India,Wheat,,24852,1083,49157,27.32
12085,India,Wheat,,24852,1083,49157,26.12
